"year","ID","Scenario","variable","value"
47,"1538394453401","Baseline","COPD1pc",5.10460251046025
48,"1538394453401","Baseline","COPD1pc",5.05799000817871
49,"1538394453401","Baseline","COPD1pc",5.00241734171345
0,"1538394453917","Baseline","COPD1pc",20.2607972435098
1,"1538394453917","Baseline","COPD1pc",6.35534924232676
2,"1538394453917","Baseline","COPD1pc",6.4717584299132
3,"1538394453917","Baseline","COPD1pc",6.68296255245032
4,"1538394453917","Baseline","COPD1pc",6.74493189737092
5,"1538394453917","Baseline","COPD1pc",6.85932010490376
6,"1538394453917","Baseline","COPD1pc",6.97083539298072
7,"1538394453917","Baseline","COPD1pc",7.04244844698393
8,"1538394453917","Baseline","COPD1pc",7.11194973524065
9,"1538394453917","Baseline","COPD1pc",7.0487320968522
10,"1538394453917","Baseline","COPD1pc",7.12593996092131
11,"1538394453917","Baseline","COPD1pc",7.26362668978836
12,"1538394453917","Baseline","COPD1pc",7.28561136168491
13,"1538394453917","Baseline","COPD1pc",7.32188282621128
14,"1538394453917","Baseline","COPD1pc",7.34209903800662
15,"1538394453917","Baseline","COPD1pc",7.2456903782205
16,"1538394453917","Baseline","COPD1pc",7.24188936002367
17,"1538394453917","Baseline","COPD1pc",7.21358965010986
18,"1538394453917","Baseline","COPD1pc",7.052747772609
19,"1538394453917","Baseline","COPD1pc",6.98905649216208
20,"1538394453917","Baseline","COPD1pc",6.98465268947571
21,"1538394453917","Baseline","COPD1pc",6.95581901861652
22,"1538394453917","Baseline","COPD1pc",6.94391115574327
23,"1538394453917","Baseline","COPD1pc",7.00141721124321
24,"1538394453917","Baseline","COPD1pc",6.8368411726487
25,"1538394453917","Baseline","COPD1pc",6.78371907422187
26,"1538394453917","Baseline","COPD1pc",6.77705802437536
27,"1538394453917","Baseline","COPD1pc",6.71083459668051
28,"1538394453917","Baseline","COPD1pc",6.64520511533123
29,"1538394453917","Baseline","COPD1pc",6.57408499429964
30,"1538394453917","Baseline","COPD1pc",6.43745139921058
31,"1538394453917","Baseline","COPD1pc",6.33755705965685
32,"1538394453917","Baseline","COPD1pc",6.24667729930888
33,"1538394453917","Baseline","COPD1pc",6.19591008890683
34,"1538394453917","Baseline","COPD1pc",6.07650509902744
35,"1538394453917","Baseline","COPD1pc",6.06334486010689
36,"1538394453917","Baseline","COPD1pc",5.84481451207863
37,"1538394453917","Baseline","COPD1pc",5.76998818432454
38,"1538394453917","Baseline","COPD1pc",5.63426039872016
39,"1538394453917","Baseline","COPD1pc",5.62464919795575
40,"1538394453917","Baseline","COPD1pc",5.56720723914178
41,"1538394453917","Baseline","COPD1pc",5.60214164796662
42,"1538394453917","Baseline","COPD1pc",5.45845286329715
43,"1538394453917","Baseline","COPD1pc",5.36564215256358
44,"1538394453917","Baseline","COPD1pc",5.25231415305448
45,"1538394453917","Baseline","COPD1pc",5.19092549321187
46,"1538394453917","Baseline","COPD1pc",5.18158708889195
47,"1538394453917","Baseline","COPD1pc",5.23152292603268
48,"1538394453917","Baseline","COPD1pc",5.10474427033575
49,"1538394453917","Baseline","COPD1pc",5.03552397868561
0,"1538394454276","Baseline","COPD1pc",20.2529013348121
1,"1538394454276","Baseline","COPD1pc",6.3067698335741
2,"1538394454276","Baseline","COPD1pc",6.45387965162312
3,"1538394454276","Baseline","COPD1pc",6.60781616475501
4,"1538394454276","Baseline","COPD1pc",6.8235573544984
5,"1538394454276","Baseline","COPD1pc",6.94864645745585
6,"1538394454276","Baseline","COPD1pc",7.00583407495303
7,"1538394454276","Baseline","COPD1pc",7.03984669788024
8,"1538394454276","Baseline","COPD1pc",7.10495894715001
9,"1538394454276","Baseline","COPD1pc",7.09403397866456
10,"1538394454276","Baseline","COPD1pc",7.16338320248852
11,"1538394454276","Baseline","COPD1pc",7.29945707331974
12,"1538394454276","Baseline","COPD1pc",7.16512440068662
13,"1538394454276","Baseline","COPD1pc",7.11387931970506
14,"1538394454276","Baseline","COPD1pc",7.20961677013116
15,"1538394454276","Baseline","COPD1pc",7.18511506833107
16,"1538394454276","Baseline","COPD1pc",7.10109922610539
17,"1538394454276","Baseline","COPD1pc",7.10901407618278
18,"1538394454276","Baseline","COPD1pc",6.99859042474544
19,"1538394454276","Baseline","COPD1pc",6.98149115973612
20,"1538394454276","Baseline","COPD1pc",6.96959243014144
21,"1538394454276","Baseline","COPD1pc",6.9788064201472
22,"1538394454276","Baseline","COPD1pc",6.932088000867
23,"1538394454276","Baseline","COPD1pc",6.94063118117675
24,"1538394454276","Baseline","COPD1pc",6.80978876360234
25,"1538394454276","Baseline","COPD1pc",6.77350448384144
26,"1538394454276","Baseline","COPD1pc",6.78888429670741
27,"1538394454276","Baseline","COPD1pc",6.71502243917802
28,"1538394454276","Baseline","COPD1pc",6.66174516462424
29,"1538394454276","Baseline","COPD1pc",6.61224489795918
30,"1538394454276","Baseline","COPD1pc",6.43688565721764
31,"1538394454276","Baseline","COPD1pc",6.28855329824389
32,"1538394454276","Baseline","COPD1pc",6.12779363985429
33,"1538394454276","Baseline","COPD1pc",6.03996456344128
34,"1538394454276","Baseline","COPD1pc",5.94248571991333
35,"1538394454276","Baseline","COPD1pc",5.965632767751
36,"1538394454276","Baseline","COPD1pc",5.80181245074862
37,"1538394454276","Baseline","COPD1pc",5.81988188976378
38,"1538394454276","Baseline","COPD1pc",5.70964086900833
39,"1538394454276","Baseline","COPD1pc",5.74807724501955
40,"1538394454276","Baseline","COPD1pc",5.7825038152907
41,"1538394454276","Baseline","COPD1pc",5.7668083766336
42,"1538394454276","Baseline","COPD1pc",5.63724523987858
43,"1538394454276","Baseline","COPD1pc",5.57049293347122
44,"1538394454276","Baseline","COPD1pc",5.42496725718619
45,"1538394454276","Baseline","COPD1pc",5.26678751576293
46,"1538394454276","Baseline","COPD1pc",5.1518555746073
47,"1538394454276","Baseline","COPD1pc",5.20153871884931
48,"1538394454276","Baseline","COPD1pc",5.12855876268348
49,"1538394454276","Baseline","COPD1pc",4.97646931144371
0,"1538394459449","Baseline","COPD1pc",20.0960396039604
1,"1538394459449","Baseline","COPD1pc",6.25965078988003
2,"1538394459449","Baseline","COPD1pc",6.40534521158129
3,"1538394459449","Baseline","COPD1pc",6.5372475684447
4,"1538394459449","Baseline","COPD1pc",6.70036801076333
5,"1538394459449","Baseline","COPD1pc",6.83281412253375
6,"1538394459449","Baseline","COPD1pc",6.98637720703086
7,"1538394459449","Baseline","COPD1pc",7.05678670360111
8,"1538394459449","Baseline","COPD1pc",7.15012798086711
9,"1538394459449","Baseline","COPD1pc",7.14476192357455
10,"1538394459449","Baseline","COPD1pc",7.12524654832347
11,"1538394459449","Baseline","COPD1pc",7.20041026854838
12,"1538394459449","Baseline","COPD1pc",7.11247940163603
13,"1538394459449","Baseline","COPD1pc",7.09451460142068
14,"1538394459449","Baseline","COPD1pc",7.11833642425916
15,"1538394459449","Baseline","COPD1pc",7.15588012102218
16,"1538394459449","Baseline","COPD1pc",7.18469578936988
17,"1538394459449","Baseline","COPD1pc",7.14981741586858
18,"1538394459449","Baseline","COPD1pc",6.93584637829739
19,"1538394459449","Baseline","COPD1pc",6.96300533567406
20,"1538394459449","Baseline","COPD1pc",6.94261116255245
21,"1538394459449","Baseline","COPD1pc",6.86437755554461
22,"1538394459449","Baseline","COPD1pc",6.8698606529125
23,"1538394459449","Baseline","COPD1pc",6.87159517768993
24,"1538394459449","Baseline","COPD1pc",6.87282178510249
25,"1538394459449","Baseline","COPD1pc",6.85019206145967
26,"1538394459449","Baseline","COPD1pc",6.7827834533579
27,"1538394459449","Baseline","COPD1pc",6.69851275485078
28,"1538394459449","Baseline","COPD1pc",6.5592805061647
29,"1538394459449","Baseline","COPD1pc",6.52830077376095
30,"1538394459449","Baseline","COPD1pc",6.35664562882152
31,"1538394459449","Baseline","COPD1pc",6.2125748502994
32,"1538394459449","Baseline","COPD1pc",6.09221987106934
33,"1538394459449","Baseline","COPD1pc",5.97848022760162
34,"1538394459449","Baseline","COPD1pc",5.88420669076155
35,"1538394459449","Baseline","COPD1pc",5.92159559834938
36,"1538394459449","Baseline","COPD1pc",5.78764828754976
37,"1538394459449","Baseline","COPD1pc",5.67440852589484
38,"1538394459449","Baseline","COPD1pc",5.64252520478891
39,"1538394459449","Baseline","COPD1pc",5.62551732292775
40,"1538394459449","Baseline","COPD1pc",5.66485719633902
41,"1538394459449","Baseline","COPD1pc",5.64214586531271
42,"1538394459449","Baseline","COPD1pc",5.49081416539428
43,"1538394459449","Baseline","COPD1pc",5.39909801681864
44,"1538394459449","Baseline","COPD1pc",5.27420340118628
45,"1538394459449","Baseline","COPD1pc",5.05626835373184
46,"1538394459449","Baseline","COPD1pc",5.01178024664583
47,"1538394459449","Baseline","COPD1pc",5.07533781456367
48,"1538394459449","Baseline","COPD1pc",5.02439264771103
49,"1538394459449","Baseline","COPD1pc",4.88175459021084
0,"1538394459762","Baseline","COPD1pc",20.3366169991585
1,"1538394459762","Baseline","COPD1pc",6.26410165063532
2,"1538394459762","Baseline","COPD1pc",6.45483791140807
3,"1538394459762","Baseline","COPD1pc",6.62595752261436
4,"1538394459762","Baseline","COPD1pc",6.78282883221423
5,"1538394459762","Baseline","COPD1pc",6.89740420271941
6,"1538394459762","Baseline","COPD1pc",7.02177501457928
7,"1538394459762","Baseline","COPD1pc",7.06458312728711
8,"1538394459762","Baseline","COPD1pc",7.10032292150144
9,"1538394459762","Baseline","COPD1pc",7.08918750802223
10,"1538394459762","Baseline","COPD1pc",7.10320987654321
11,"1538394459762","Baseline","COPD1pc",7.19903802558694
12,"1538394459762","Baseline","COPD1pc",7.23652402143132
13,"1538394459762","Baseline","COPD1pc",7.23230409425975
14,"1538394459762","Baseline","COPD1pc",7.13031468876393
15,"1538394459762","Baseline","COPD1pc",7.08770130472086
16,"1538394459762","Baseline","COPD1pc",7.05050445279446
17,"1538394459762","Baseline","COPD1pc",7.06301763784801
18,"1538394459762","Baseline","COPD1pc",6.97740920789248
19,"1538394459762","Baseline","COPD1pc",7.00473092844471
20,"1538394459762","Baseline","COPD1pc",7.02630801064144
21,"1538394459762","Baseline","COPD1pc",7.03619062629287
22,"1538394459762","Baseline","COPD1pc",6.99110598942174
23,"1538394459762","Baseline","COPD1pc",6.97100251809884
24,"1538394459762","Baseline","COPD1pc",6.81182541558339
25,"1538394459762","Baseline","COPD1pc",6.73075029054307
26,"1538394459762","Baseline","COPD1pc",6.61256327929561
27,"1538394459762","Baseline","COPD1pc",6.55628031443385
28,"1538394459762","Baseline","COPD1pc",6.43723182301303
29,"1538394459762","Baseline","COPD1pc",6.40300577352441
30,"1538394459762","Baseline","COPD1pc",6.15787298525968
31,"1538394459762","Baseline","COPD1pc",6.09053578989867
32,"1538394459762","Baseline","COPD1pc",6.02608746975152
33,"1538394459762","Baseline","COPD1pc",5.88374267854506
34,"1538394459762","Baseline","COPD1pc",5.86590528699419
35,"1538394459762","Baseline","COPD1pc",5.83443871284697
36,"1538394459762","Baseline","COPD1pc",5.75243459338106
37,"1538394459762","Baseline","COPD1pc",5.65693969804706
38,"1538394459762","Baseline","COPD1pc",5.60735700993472
39,"1538394459762","Baseline","COPD1pc",5.6044757008057
40,"1538394459762","Baseline","COPD1pc",5.63711965946713
41,"1538394459762","Baseline","COPD1pc",5.65690557720313
42,"1538394459762","Baseline","COPD1pc",5.53321109599574
43,"1538394459762","Baseline","COPD1pc",5.42845032381441
44,"1538394459762","Baseline","COPD1pc",5.35112774549394
45,"1538394459762","Baseline","COPD1pc",5.19589294864215
46,"1538394459762","Baseline","COPD1pc",5.10091453800063
47,"1538394459762","Baseline","COPD1pc",5.18738799062568
48,"1538394459762","Baseline","COPD1pc",5.11154706862388
49,"1538394459762","Baseline","COPD1pc",4.91482936265124
0,"1538394449543","Baseline","COPD2",0
1,"1538394449543","Baseline","COPD2",11384
2,"1538394449543","Baseline","COPD2",11392
3,"1538394449543","Baseline","COPD2",11428
4,"1538394449543","Baseline","COPD2",11507
5,"1538394449543","Baseline","COPD2",11525
6,"1538394449543","Baseline","COPD2",11589
7,"1538394449543","Baseline","COPD2",11623
8,"1538394449543","Baseline","COPD2",11726
9,"1538394449543","Baseline","COPD2",11754
10,"1538394449543","Baseline","COPD2",11822
11,"1538394449543","Baseline","COPD2",11806
12,"1538394449543","Baseline","COPD2",11889
13,"1538394449543","Baseline","COPD2",11917
14,"1538394449543","Baseline","COPD2",11899
15,"1538394449543","Baseline","COPD2",11913
16,"1538394449543","Baseline","COPD2",11832
17,"1538394449543","Baseline","COPD2",11853
18,"1538394449543","Baseline","COPD2",11849
19,"1538394449543","Baseline","COPD2",11788
20,"1538394449543","Baseline","COPD2",11706
21,"1538394449543","Baseline","COPD2",11567
22,"1538394449543","Baseline","COPD2",11437
23,"1538394449543","Baseline","COPD2",11319
24,"1538394449543","Baseline","COPD2",11152
25,"1538394449543","Baseline","COPD2",10974
26,"1538394449543","Baseline","COPD2",10729
27,"1538394449543","Baseline","COPD2",10530
28,"1538394449543","Baseline","COPD2",10421
29,"1538394449543","Baseline","COPD2",10185
30,"1538394449543","Baseline","COPD2",9988
31,"1538394449543","Baseline","COPD2",9726
32,"1538394449543","Baseline","COPD2",9457
33,"1538394449543","Baseline","COPD2",9188
34,"1538394449543","Baseline","COPD2",8983
35,"1538394449543","Baseline","COPD2",8716
36,"1538394449543","Baseline","COPD2",8435
37,"1538394449543","Baseline","COPD2",8182
38,"1538394449543","Baseline","COPD2",7922
39,"1538394449543","Baseline","COPD2",7810
40,"1538394449543","Baseline","COPD2",7631
41,"1538394449543","Baseline","COPD2",7540
42,"1538394449543","Baseline","COPD2",7363
43,"1538394449543","Baseline","COPD2",7243
44,"1538394449543","Baseline","COPD2",7145
45,"1538394449543","Baseline","COPD2",7103
46,"1538394449543","Baseline","COPD2",7043
47,"1538394449543","Baseline","COPD2",6904
48,"1538394449543","Baseline","COPD2",6842
49,"1538394449543","Baseline","COPD2",6782
0,"1538394450012","Baseline","COPD2",0
1,"1538394450012","Baseline","COPD2",11937
2,"1538394450012","Baseline","COPD2",11946
3,"1538394450012","Baseline","COPD2",12020
4,"1538394450012","Baseline","COPD2",12082
5,"1538394450012","Baseline","COPD2",12089
6,"1538394450012","Baseline","COPD2",12203
7,"1538394450012","Baseline","COPD2",12352
8,"1538394450012","Baseline","COPD2",12405
9,"1538394450012","Baseline","COPD2",12543
10,"1538394450012","Baseline","COPD2",12640
11,"1538394450012","Baseline","COPD2",12616
12,"1538394450012","Baseline","COPD2",12568
13,"1538394450012","Baseline","COPD2",12583
14,"1538394450012","Baseline","COPD2",12699
15,"1538394450012","Baseline","COPD2",12742
16,"1538394450012","Baseline","COPD2",12753
17,"1538394450012","Baseline","COPD2",12753
18,"1538394450012","Baseline","COPD2",12689
19,"1538394450012","Baseline","COPD2",12597
20,"1538394450012","Baseline","COPD2",12488
21,"1538394450012","Baseline","COPD2",12362
22,"1538394450012","Baseline","COPD2",12189
23,"1538394450012","Baseline","COPD2",12033
24,"1538394450012","Baseline","COPD2",11821
25,"1538394450012","Baseline","COPD2",11659
26,"1538394450012","Baseline","COPD2",11483
27,"1538394450012","Baseline","COPD2",11310
28,"1538394450012","Baseline","COPD2",11108
29,"1538394450012","Baseline","COPD2",10848
30,"1538394450012","Baseline","COPD2",10498
31,"1538394450012","Baseline","COPD2",10256
32,"1538394450012","Baseline","COPD2",9996
33,"1538394450012","Baseline","COPD2",9711
34,"1538394450012","Baseline","COPD2",9518
35,"1538394450012","Baseline","COPD2",9153
36,"1538394450012","Baseline","COPD2",8854
37,"1538394450012","Baseline","COPD2",8592
38,"1538394450012","Baseline","COPD2",8495
39,"1538394450012","Baseline","COPD2",8273
40,"1538394450012","Baseline","COPD2",8043
41,"1538394450012","Baseline","COPD2",7883
42,"1538394450012","Baseline","COPD2",7725
43,"1538394450012","Baseline","COPD2",7528
44,"1538394450012","Baseline","COPD2",7381
45,"1538394450012","Baseline","COPD2",7309
46,"1538394450012","Baseline","COPD2",7230
47,"1538394450012","Baseline","COPD2",7091
48,"1538394450012","Baseline","COPD2",6919
49,"1538394450012","Baseline","COPD2",6857
0,"1538394450464","Baseline","COPD2",0
1,"1538394450464","Baseline","COPD2",11502
2,"1538394450464","Baseline","COPD2",11545
3,"1538394450464","Baseline","COPD2",11582
4,"1538394450464","Baseline","COPD2",11640
5,"1538394450464","Baseline","COPD2",11741
6,"1538394450464","Baseline","COPD2",11798
7,"1538394450464","Baseline","COPD2",11889
8,"1538394450464","Baseline","COPD2",11929
9,"1538394450464","Baseline","COPD2",11966
10,"1538394450464","Baseline","COPD2",12107
11,"1538394450464","Baseline","COPD2",12167
12,"1538394450464","Baseline","COPD2",12164
13,"1538394450464","Baseline","COPD2",12114
14,"1538394450464","Baseline","COPD2",12143
15,"1538394450464","Baseline","COPD2",12175
16,"1538394450464","Baseline","COPD2",12261
17,"1538394450464","Baseline","COPD2",12289
18,"1538394450464","Baseline","COPD2",12293
19,"1538394450464","Baseline","COPD2",12256
20,"1538394450464","Baseline","COPD2",12188
21,"1538394450464","Baseline","COPD2",12143
22,"1538394450464","Baseline","COPD2",12002
23,"1538394450464","Baseline","COPD2",11908
24,"1538394450464","Baseline","COPD2",11748
25,"1538394450464","Baseline","COPD2",11543
26,"1538394450464","Baseline","COPD2",11373
27,"1538394450464","Baseline","COPD2",11086
28,"1538394450464","Baseline","COPD2",10797
29,"1538394450464","Baseline","COPD2",10613
30,"1538394450464","Baseline","COPD2",10317
31,"1538394450464","Baseline","COPD2",10051
32,"1538394450464","Baseline","COPD2",9840
33,"1538394450464","Baseline","COPD2",9568
34,"1538394450464","Baseline","COPD2",9288
35,"1538394450464","Baseline","COPD2",9011
36,"1538394450464","Baseline","COPD2",8787
37,"1538394450464","Baseline","COPD2",8503
38,"1538394450464","Baseline","COPD2",8291
39,"1538394450464","Baseline","COPD2",8133
40,"1538394450464","Baseline","COPD2",7938
41,"1538394450464","Baseline","COPD2",7716
42,"1538394450464","Baseline","COPD2",7590
43,"1538394450464","Baseline","COPD2",7425
44,"1538394450464","Baseline","COPD2",7308
45,"1538394450464","Baseline","COPD2",7239
46,"1538394450464","Baseline","COPD2",7144
47,"1538394450464","Baseline","COPD2",6987
48,"1538394450464","Baseline","COPD2",6843
49,"1538394450464","Baseline","COPD2",6717
0,"1538394451087","Baseline","COPD2",0
1,"1538394451087","Baseline","COPD2",11620
2,"1538394451087","Baseline","COPD2",11615
3,"1538394451087","Baseline","COPD2",11703
4,"1538394451087","Baseline","COPD2",11734
5,"1538394451087","Baseline","COPD2",11787
6,"1538394451087","Baseline","COPD2",11865
7,"1538394451087","Baseline","COPD2",11965
8,"1538394451087","Baseline","COPD2",11996
9,"1538394451087","Baseline","COPD2",12080
10,"1538394451087","Baseline","COPD2",12113
11,"1538394451087","Baseline","COPD2",12168
12,"1538394451087","Baseline","COPD2",12206
13,"1538394451087","Baseline","COPD2",12286
14,"1538394451087","Baseline","COPD2",12286
15,"1538394451087","Baseline","COPD2",12233
16,"1538394451087","Baseline","COPD2",12272
17,"1538394451087","Baseline","COPD2",12236
18,"1538394451087","Baseline","COPD2",12209
19,"1538394451087","Baseline","COPD2",12144
20,"1538394451087","Baseline","COPD2",12103
21,"1538394451087","Baseline","COPD2",12081
22,"1538394451087","Baseline","COPD2",12012
23,"1538394451087","Baseline","COPD2",11827
24,"1538394451087","Baseline","COPD2",11573
25,"1538394451087","Baseline","COPD2",11413
26,"1538394451087","Baseline","COPD2",11256
27,"1538394451087","Baseline","COPD2",11044
28,"1538394451087","Baseline","COPD2",10800
29,"1538394451087","Baseline","COPD2",10621
30,"1538394451087","Baseline","COPD2",10328
31,"1538394451087","Baseline","COPD2",10148
32,"1538394451087","Baseline","COPD2",9934
33,"1538394451087","Baseline","COPD2",9653
34,"1538394451087","Baseline","COPD2",9356
35,"1538394451087","Baseline","COPD2",9119
36,"1538394451087","Baseline","COPD2",8814
37,"1538394451087","Baseline","COPD2",8591
38,"1538394451087","Baseline","COPD2",8430
39,"1538394451087","Baseline","COPD2",8249
40,"1538394451087","Baseline","COPD2",8055
41,"1538394451087","Baseline","COPD2",7853
42,"1538394451087","Baseline","COPD2",7675
43,"1538394451087","Baseline","COPD2",7489
44,"1538394451087","Baseline","COPD2",7415
45,"1538394451087","Baseline","COPD2",7379
46,"1538394451087","Baseline","COPD2",7303
47,"1538394451087","Baseline","COPD2",7142
48,"1538394451087","Baseline","COPD2",6960
49,"1538394451087","Baseline","COPD2",6816
0,"1538394453073","Baseline","COPD2",0
1,"1538394453073","Baseline","COPD2",11832
2,"1538394453073","Baseline","COPD2",11935
3,"1538394453073","Baseline","COPD2",11964
4,"1538394453073","Baseline","COPD2",12077
5,"1538394453073","Baseline","COPD2",12111
6,"1538394453073","Baseline","COPD2",12206
7,"1538394453073","Baseline","COPD2",12322
8,"1538394453073","Baseline","COPD2",12358
9,"1538394453073","Baseline","COPD2",12483
10,"1538394453073","Baseline","COPD2",12451
11,"1538394453073","Baseline","COPD2",12369
12,"1538394453073","Baseline","COPD2",12367
13,"1538394453073","Baseline","COPD2",12391
14,"1538394453073","Baseline","COPD2",12437
15,"1538394453073","Baseline","COPD2",12443
16,"1538394453073","Baseline","COPD2",12456
17,"1538394453073","Baseline","COPD2",12390
18,"1538394453073","Baseline","COPD2",12396
19,"1538394453073","Baseline","COPD2",12266
20,"1538394453073","Baseline","COPD2",12206
21,"1538394453073","Baseline","COPD2",12139
22,"1538394453073","Baseline","COPD2",12008
23,"1538394453073","Baseline","COPD2",11900
24,"1538394453073","Baseline","COPD2",11667
25,"1538394453073","Baseline","COPD2",11405
26,"1538394453073","Baseline","COPD2",11166
27,"1538394453073","Baseline","COPD2",10987
28,"1538394453073","Baseline","COPD2",10790
29,"1538394453073","Baseline","COPD2",10520
30,"1538394453073","Baseline","COPD2",10376
31,"1538394453073","Baseline","COPD2",10151
32,"1538394453073","Baseline","COPD2",9870
33,"1538394453073","Baseline","COPD2",9609
34,"1538394453073","Baseline","COPD2",9298
35,"1538394453073","Baseline","COPD2",9097
36,"1538394453073","Baseline","COPD2",8798
37,"1538394453073","Baseline","COPD2",8577
38,"1538394453073","Baseline","COPD2",8433
39,"1538394453073","Baseline","COPD2",8209
40,"1538394453073","Baseline","COPD2",8020
41,"1538394453073","Baseline","COPD2",7797
42,"1538394453073","Baseline","COPD2",7559
43,"1538394453073","Baseline","COPD2",7373
44,"1538394453073","Baseline","COPD2",7300
45,"1538394453073","Baseline","COPD2",7234
46,"1538394453073","Baseline","COPD2",7144
47,"1538394453073","Baseline","COPD2",7075
48,"1538394453073","Baseline","COPD2",6895
49,"1538394453073","Baseline","COPD2",6797
0,"1538394453401","Baseline","COPD2",0
1,"1538394453401","Baseline","COPD2",11102
2,"1538394453401","Baseline","COPD2",11141
3,"1538394453401","Baseline","COPD2",11191
4,"1538394453401","Baseline","COPD2",11168
5,"1538394453401","Baseline","COPD2",11213
6,"1538394453401","Baseline","COPD2",11244
7,"1538394453401","Baseline","COPD2",11257
8,"1538394453401","Baseline","COPD2",11299
9,"1538394453401","Baseline","COPD2",11351
10,"1538394453401","Baseline","COPD2",11394
11,"1538394453401","Baseline","COPD2",11443
12,"1538394453401","Baseline","COPD2",11513
13,"1538394453401","Baseline","COPD2",11612
14,"1538394453401","Baseline","COPD2",11663
15,"1538394453401","Baseline","COPD2",11693
16,"1538394453401","Baseline","COPD2",11669
17,"1538394453401","Baseline","COPD2",11667
18,"1538394453401","Baseline","COPD2",11637
19,"1538394453401","Baseline","COPD2",11625
20,"1538394453401","Baseline","COPD2",11638
21,"1538394453401","Baseline","COPD2",11566
22,"1538394453401","Baseline","COPD2",11394
23,"1538394453401","Baseline","COPD2",11242
24,"1538394453401","Baseline","COPD2",11156
25,"1538394453401","Baseline","COPD2",10930
26,"1538394453401","Baseline","COPD2",10705
27,"1538394453401","Baseline","COPD2",10518
28,"1538394453401","Baseline","COPD2",10232
29,"1538394453401","Baseline","COPD2",10041
30,"1538394453401","Baseline","COPD2",9806
31,"1538394453401","Baseline","COPD2",9608
32,"1538394453401","Baseline","COPD2",9319
33,"1538394453401","Baseline","COPD2",9086
34,"1538394453401","Baseline","COPD2",8934
35,"1538394453401","Baseline","COPD2",8701
36,"1538394453401","Baseline","COPD2",8363
37,"1538394453401","Baseline","COPD2",8184
38,"1538394453401","Baseline","COPD2",8002
39,"1538394453401","Baseline","COPD2",7808
40,"1538394453401","Baseline","COPD2",7685
41,"1538394453401","Baseline","COPD2",7518
42,"1538394453401","Baseline","COPD2",7356
43,"1538394453401","Baseline","COPD2",7292
44,"1538394453401","Baseline","COPD2",7183
45,"1538394453401","Baseline","COPD2",7176
46,"1538394453401","Baseline","COPD2",7051
47,"1538394453401","Baseline","COPD2",6972
48,"1538394453401","Baseline","COPD2",6836
49,"1538394453401","Baseline","COPD2",6736
0,"1538394453917","Baseline","COPD2",0
1,"1538394453917","Baseline","COPD2",11556
2,"1538394453917","Baseline","COPD2",11642
3,"1538394453917","Baseline","COPD2",11732
4,"1538394453917","Baseline","COPD2",11825
5,"1538394453917","Baseline","COPD2",11846
6,"1538394453917","Baseline","COPD2",11964
7,"1538394453917","Baseline","COPD2",12030
8,"1538394453917","Baseline","COPD2",12104
9,"1538394453917","Baseline","COPD2",12219
10,"1538394453917","Baseline","COPD2",12189
11,"1538394453917","Baseline","COPD2",12259
12,"1538394453917","Baseline","COPD2",12238
13,"1538394453917","Baseline","COPD2",12241
14,"1538394453917","Baseline","COPD2",12224
15,"1538394453917","Baseline","COPD2",12145
16,"1538394453917","Baseline","COPD2",12168
17,"1538394453917","Baseline","COPD2",12169
18,"1538394453917","Baseline","COPD2",12197
19,"1538394453917","Baseline","COPD2",12182
20,"1538394453917","Baseline","COPD2",12088
21,"1538394453917","Baseline","COPD2",11994
22,"1538394453917","Baseline","COPD2",11863
23,"1538394453917","Baseline","COPD2",11645
24,"1538394453917","Baseline","COPD2",11524
25,"1538394453917","Baseline","COPD2",11333
26,"1538394453917","Baseline","COPD2",11166
27,"1538394453917","Baseline","COPD2",10962
28,"1538394453917","Baseline","COPD2",10725
29,"1538394453917","Baseline","COPD2",10524
30,"1538394453917","Baseline","COPD2",10275
31,"1538394453917","Baseline","COPD2",10034
32,"1538394453917","Baseline","COPD2",9771
33,"1538394453917","Baseline","COPD2",9489
34,"1538394453917","Baseline","COPD2",9272
35,"1538394453917","Baseline","COPD2",8975
36,"1538394453917","Baseline","COPD2",8761
37,"1538394453917","Baseline","COPD2",8572
38,"1538394453917","Baseline","COPD2",8379
39,"1538394453917","Baseline","COPD2",8146
40,"1538394453917","Baseline","COPD2",7961
41,"1538394453917","Baseline","COPD2",7765
42,"1538394453917","Baseline","COPD2",7634
43,"1538394453917","Baseline","COPD2",7522
44,"1538394453917","Baseline","COPD2",7370
45,"1538394453917","Baseline","COPD2",7247
46,"1538394453917","Baseline","COPD2",7190
47,"1538394453917","Baseline","COPD2",7054
48,"1538394453917","Baseline","COPD2",6911
49,"1538394453917","Baseline","COPD2",6735
0,"1538394454276","Baseline","COPD2",0
1,"1538394454276","Baseline","COPD2",11424
2,"1538394454276","Baseline","COPD2",11451
3,"1538394454276","Baseline","COPD2",11514
4,"1538394454276","Baseline","COPD2",11514
5,"1538394454276","Baseline","COPD2",11601
6,"1538394454276","Baseline","COPD2",11737
7,"1538394454276","Baseline","COPD2",11827
8,"1538394454276","Baseline","COPD2",11851
9,"1538394454276","Baseline","COPD2",11979
10,"1538394454276","Baseline","COPD2",12036
11,"1538394454276","Baseline","COPD2",12059
12,"1538394454276","Baseline","COPD2",12073
13,"1538394454276","Baseline","COPD2",12130
14,"1538394454276","Baseline","COPD2",12148
15,"1538394454276","Baseline","COPD2",12102
16,"1538394454276","Baseline","COPD2",12087
17,"1538394454276","Baseline","COPD2",12099
